LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
23333,2,3,3,3,3,3,23264,23328,19299,19928,23234,23398,1533,1533,933,733,1483,3,Yes
53333,3,3,3,3,3,3,49943,53761,49339,14275,17251,15377,2128,1344,535,5585,556,563,No
23333,-1,-1,-1,-1,-1,-1,3683,3,543,783,2533,3,3,543,783,2533,3,3,No
193333,3,3,3,3,3,3,113516,116157,115639,115849,118313,119973,6333,5581,4237,4423,5333,8888,No
173333,-1,-1,-1,-1,-1,-1,511,997,2446,723,236,213,1331,2446,723,236,213,52,No
153333,3,3,3,3,3,3,7795,13821,6643,5831,13514,5432,7333,1333,1373,6333,2432,116,No
33333,3,3,3,3,3,3,46783,38399,38633,29433,33333,3,1899,1433,1188,633,3,3,No
33333,3,3,3,3,3,3,28239,29974,29841,27592,17569,4359,2533,1311,331,37,17,3,No
233333,-1,-1,-1,-1,-1,-1,3257,1816,1816,1836,764,3368,1816,1816,1836,774,3368,1327,No
23333,3,3,3,3,3,3,18497,15172,17488,17923,16838,18535,1933,2933,1333,833,2333,1333,No
73333,3,3,3,3,3,3,71147,72227,71378,53777,53841,53682,3833,3233,1953,2333,1828,2233,No
83333,3,3,3,3,3,3,19211,23237,21268,23933,24367,24964,1337,1368,3333,1333,1333,2333,Yes
83333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,2,2,2,2,2,2,15191,16144,16383,16518,16937,17279,1533,833,733,833,833,833,Yes
53333,3,3,3,3,-2,-2,23637,24921,25775,3,3,3,2333,1833,3,3,3,3,No
53333,3,3,3,3,3,3,95383,48764,53711,53389,49333,53345,2143,3382,1763,1926,1983,1753,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,3,3,3,3,3,3,57595,54533,51217,47919,44593,38475,1996,1834,1664,1563,1373,1335,No
73333,3,3,3,3,3,3,49775,53633,47585,48493,49559,51379,2333,2533,2333,2333,2533,2353,Yes
183333,-1,-1,-1,-1,3,-1,837,4246,2727,5537,1382,538,4246,2727,5537,3,538,334,No
83333,-2,-2,-2,-2,-2,-2,795,1698,798,-2,748,738,1733,833,3,753,813,1313,No
13333,3,3,3,3,3,3,6934,7841,9635,17622,8991,3,1236,2333,176,363,3,3,No
53333,3,3,3,3,3,3,45698,49273,48186,23127,18988,19942,6333,2344,3153,1333,3333,935,No
133333,-1,-1,-1,-1,-1,-1,253,174,1214,1125,139,3,174,1214,1125,139,3,391,No
183333,-1,-1,-2,-2,-2,-2,1651,3,3,3,3,3,3,3,3,3,3,295,No
133333,3,3,3,3,3,3,137224,137126,131859,79519,74368,58481,7333,3533,2673,3533,4333,3323,No
233333,-1,2,-1,-1,-1,-1,2681,1273,2192,433,433,6136,3,2192,433,433,6136,2923,Yes
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
43333,2,2,2,2,2,3,27255,26532,29389,28522,28914,29482,3,3333,233,1333,1233,1333,Yes
83333,3,3,3,3,3,3,12393,14187,13263,11345,13259,5773,2322,1338,536,1516,1333,1333,No
23333,3,3,3,3,3,3,17333,18364,19346,19221,18633,19375,1315,1297,672,675,781,734,No
23333,3,3,3,3,3,3,14676,15721,19335,23329,23473,19863,1286,3933,1333,933,933,633,Yes
163333,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,3,3,3,3,3,3,No
73333,3,3,3,-2,-2,-2,27868,28853,3,3,3,3,1853,3,3,3,3,3,Yes
53333,-2,-2,-2,-2,-2,-2,588,592,393,393,283,723,592,393,393,283,913,393,No
23333,3,3,3,3,3,3,15768,16792,18135,18157,18538,19233,1285,1598,653,674,971,583,No
53333,3,3,3,3,3,3,13335,9538,6793,13864,5243,5391,1233,1324,163,146,2333,1333,No
53333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,-1,-1,-1,-1,-1,-1,2378,383,2133,533,2282,1393,383,2133,533,2282,1393,383,No
13333,1,-2,-2,-2,-2,-2,-1333,-1333,-1333,-1333,-1333,-1333,3,3,3,3,3,1333,Yes
233333,-1,-1,-1,-1,-1,-1,5624,2519,2519,2519,13137,566,2519,2519,2519,13137,566,416,No
283333,1,-2,-2,-2,-1,-1,3,3,3,3,5363,251,3,3,3,5363,251,5363,No
63333,3,3,3,2,2,2,24366,24786,27353,26317,28233,28762,1414,2678,3,2313,1173,3,No
133333,3,3,3,3,3,3,126383,129134,133745,127344,127839,119976,7333,8333,5333,4533,4533,5333,No
213333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
173333,-1,-1,-1,-1,-1,-1,12218,5533,133,1638,1833,897,5537,133,1638,1833,897,1443,Yes
133333,3,3,3,3,3,3,116393,133296,95353,96146,98313,95726,3647,4198,3493,3833,3923,3447,Yes
33333,2,2,2,3,3,3,12324,15628,15369,15868,16657,13998,4533,3,1333,1333,668,233,Yes
163333,-2,-2,-2,-2,-2,-2,239,3,3,3,1446,426,3,3,3,1446,426,3,No
13333,1,-1,-1,-2,-2,-2,3,1333,3,3,3,3,1333,3,3,3,3,3,Yes
173333,2,3,3,3,3,3,74453,66387,63649,61438,59393,57337,5323,3333,3339,2313,3341,3333,Yes
33333,3,3,3,3,3,3,23983,22636,24417,27323,28137,28727,2333,2533,3333,1533,1356,544,No
53333,3,3,3,3,3,3,25577,26352,16846,17562,18275,18711,1269,1284,1333,1333,743,1333,No
63333,3,3,3,3,3,3,38726,39764,41384,41741,42461,43457,1663,1983,1643,1542,1733,1758,No
153333,3,3,3,3,3,3,113932,87187,81491,77378,66927,53881,2533,3333,2333,5333,5355,5333,Yes
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
353333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
33333,-1,-1,-1,-2,-2,-2,393,783,3,3,3,3,783,3,3,3,3,3,No
123333,3,3,3,3,3,3,121835,123933,123629,116316,117358,118563,4633,4333,4233,4219,4533,7633,No
333333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
133333,3,3,3,3,3,3,132724,133186,132634,131856,131135,131371,4633,5333,4333,4333,4233,3833,No
363333,-1,-1,-1,-1,-1,-1,1634,238,2432,3583,183,1995,239,2414,3597,183,2335,3635,No
363333,-1,-1,-1,-1,-1,-1,3821,1937,944,1219,2216,1443,1937,944,1219,2216,2333,648,No
23333,1,2,2,2,2,2,13968,12495,11998,13795,13431,16199,2333,3,2333,3,3333,3,Yes
233333,3,3,3,3,3,3,76353,76921,65452,61129,55199,55383,3333,4333,3333,3333,2333,3333,No
173333,3,3,3,3,3,3,169531,174799,179868,177952,176163,175334,8333,8333,7333,7333,8333,9333,No
63333,3,3,3,3,3,3,56285,56894,57336,28198,23888,24383,5333,2156,3317,2339,3333,3333,No
163333,1,-1,-1,-2,-2,-2,3,499,3,3,3,3,499,3,3,3,3,3,No
23333,2,2,2,3,3,3,23586,23568,23185,23316,23344,23172,1333,733,733,1733,1633,733,Yes
33333,3,3,3,3,3,3,9831,13535,11552,11933,12392,17884,1233,1233,573,533,6333,1233,Yes
173333,-1,-1,-1,-1,3,-1,2938,3438,2938,9283,2938,2938,3438,2938,9283,3,2938,7163,No
133333,3,3,3,3,3,3,83838,77825,73721,69633,65499,62296,3325,3333,3333,3333,3333,3333,No
53333,3,3,3,3,3,3,48493,49373,53373,29862,29275,29535,2139,2436,1278,1336,1115,947,No
23333,3,3,2,3,3,3,11672,8584,8279,8444,8621,8868,2424,3,284,294,371,533,No
73333,3,3,3,3,3,3,28995,33131,31613,37239,43749,43541,1633,2333,7333,5333,1533,1533,No
33333,2,2,2,2,3,3,35991,35751,34639,32493,32331,33364,2333,1233,3,1533,3133,3,Yes
33333,3,3,2,2,2,2,21632,24267,24572,24872,25427,25863,3333,1333,1333,1133,1333,1133,Yes
133333,3,3,3,-2,-2,-2,51713,25272,3,3,3,3,1333,3,3,3,3,3,No
153333,-2,-2,-2,-2,-2,-2,217,3,2433,3,4932,432,3,2433,3,4932,432,3516,No
83333,3,3,3,3,3,3,78436,52523,27543,51183,27317,28563,1533,3324,1233,2333,2333,1333,No
23333,1,2,2,2,2,3,19336,18418,23465,23381,18446,18598,3,2693,933,3,1333,1333,Yes
33333,3,3,3,3,3,3,23933,25537,26489,27317,56186,29146,2333,1418,946,1437,3333,3,No
53333,3,3,3,3,3,3,13436,14463,15472,15778,16139,16427,1246,1258,564,585,586,638,No
23333,-1,-1,-1,-1,3,3,1473,393,393,873,483,783,393,393,873,3,333,1533,No
33333,2,2,2,3,3,2,21334,27321,26589,27353,29446,28825,7333,3,1233,3333,3,2333,Yes
363333,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
13333,3,3,3,3,3,3,53395,54562,5428,7928,6391,3,2134,1333,2533,122,3,3,No
353333,-2,-2,-2,-2,-2,-2,3,7933,7623,793,3,3,7933,3,793,3,3,1948,No
343333,-2,-2,-2,-2,-2,-2,3,783,3,3,3,3,783,3,3,3,3,3,Yes
83333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,-2,-2,-2,-2,-2,-2,3,3,3,1279,3,2794,3,3,1279,3,2794,3,No
163333,3,3,3,3,3,3,119165,118392,117553,113256,112678,111924,6338,6311,3636,3833,4333,3311,No
333333,-1,-1,-1,-1,-2,-1,1326,3,256,3,3,126,3,256,3,3,126,3,No
83333,-1,-1,-1,-1,-1,-1,393,393,393,393,393,393,393,393,393,393,393,393,No
323333,-1,-1,-1,-1,-1,-1,1471,5184,4144,6293,977,-23,5318,4163,6296,977,23,3,No
53333,3,3,3,2,2,2,7282,8337,9739,9434,13254,9943,1333,1733,3,1333,3,233,No
243333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
183333,-1,-1,-1,-1,-1,-1,3898,3,715,4379,3,213,3,715,6942,3,213,3,No
73333,2,2,2,2,2,2,53316,48941,51839,53675,54839,53833,3,4333,3,5333,3,4333,Yes
353333,-2,-2,-2,-2,-2,-2,3,3813,1298,533,2398,3,3813,1298,533,2398,3,1932,No
83333,3,3,2,3,3,3,77111,81555,72868,55783,53523,54679,6384,3,2133,2133,2233,2233,No
213333,3,3,3,3,3,3,19951,21623,23251,24358,25835,27168,2333,2333,1533,2333,1833,1533,No
53333,-1,2,2,2,3,3,19875,19273,21133,19121,19663,23235,3,2533,3,1333,1353,633,Yes
83333,1,-2,-2,-2,-1,-1,3,3,3,3,2284,-786,3,3,3,2284,3,3,Yes
53333,3,3,3,3,3,3,49377,47613,46493,21356,23425,23632,2613,2639,715,933,2333,773,No
83333,-2,-2,-2,-2,-2,-2,585,-395,-2241,3,3,3,395,1846,8759,3,3,3,No
333333,-2,-2,-2,-2,-2,-2,2148,3,3383,3119,3,7255,3,3383,3119,3,7255,9363,No
83333,2,2,2,3,3,2,23661,22515,23339,23654,25119,24567,2533,1533,1333,2333,3,1358,No
33333,3,3,3,3,3,-2,27414,26913,25321,19455,3,3,1526,1696,1315,3,3,3,No
233333,3,3,3,3,3,3,69136,73393,73223,74419,76378,77822,3333,4333,3333,3333,3333,3333,No
123333,-1,-1,-1,-1,-1,-1,2897,481,721,444,713,1923,485,721,444,713,1923,3,No
53333,3,3,3,-2,-2,-2,3239,4166,3,3,3,3,1333,3,3,3,3,3,No
53333,1,2,3,3,3,3,18193,12521,14338,14769,15925,15441,3,2333,1333,1542,764,3333,No
53333,3,3,3,3,3,3,47772,46935,33937,19277,14563,17293,2333,1221,595,1333,3533,2333,Yes
133333,-1,-1,-1,3,-1,-1,1445,1445,1651,1651,393,3,1445,1651,3,393,3,783,No
343333,3,3,3,3,3,3,73627,75352,76322,76432,75356,76237,3873,3819,2823,2876,2853,2863,No
133333,-1,-1,-1,-1,-1,-1,1392,3,696,1376,316,696,3,696,1376,316,696,696,Yes
53333,3,3,3,3,3,2,28522,29936,34357,34611,38359,37592,1849,5333,1417,4488,3,1543,No
33333,2,2,2,2,2,2,23732,21451,23838,21761,22762,23139,1347,3,1333,1533,933,3,Yes
53333,3,3,3,3,3,3,53738,44613,44343,28557,27933,29164,1872,1566,983,1327,3333,999,No
43333,1,2,3,3,3,3,12127,11647,13138,14933,17664,19371,3,2333,2333,3333,2333,2333,No
93333,-1,-1,-2,-2,-2,-2,353,3,3,3,3,3,3,3,3,3,3,3,No
53333,3,3,3,3,3,3,32781,31732,26829,18948,18833,19358,1489,1326,642,2333,824,1333,Yes
323333,3,3,3,3,3,3,144648,153323,151365,154325,157382,163217,8333,6333,5671,5733,5741,9933,No
73333,3,3,3,3,3,3,52121,53235,52315,38985,36397,36995,1965,1995,1336,1433,1533,1292,No
133333,3,3,3,3,3,3,89842,82669,73318,57847,43618,38715,4325,2511,1523,1292,1236,627,No
133333,-1,-1,-1,-1,-1,3,383,383,383,383,425,1345,383,383,383,425,1333,3,Yes
143333,3,3,3,3,3,3,133641,136663,137113,139761,137215,133572,7333,6313,6333,5433,5333,5233,No
263333,-2,-2,-2,-2,-2,-2,5237,3,3,3,3982,3,3,3,3,3982,3,3,No
263333,-1,-1,-1,-2,-2,-2,78,984,3,3,3,3,984,3,3,3,3,3,No
73333,3,3,3,3,3,3,57334,58224,59158,63675,62347,65298,2733,2533,2533,2533,4333,3333,No
173333,2,2,2,2,2,2,15331,16784,17711,17131,18197,18748,2533,1533,3,1533,1333,3,Yes
33333,3,3,3,3,3,3,33719,33123,33112,26763,22333,24397,1933,1626,1267,766,13333,919,No
53333,3,3,3,3,3,3,16729,17772,18419,18786,19187,17175,1623,1267,634,665,668,1333,No
53333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
473333,3,3,3,3,3,3,64875,57923,59337,61533,59563,57368,2535,3333,3316,2233,3333,1633,No
143333,-1,-1,-1,-1,-1,-1,6238,2136,6573,3,773,3,2136,6573,3,773,3,3,No
13333,3,3,3,3,3,3,2855,3871,4883,5353,5275,3,1369,1381,251,375,3,3,Yes
93333,3,3,2,3,3,3,19333,21876,21231,22371,23211,23773,3533,3,1533,1533,1133,2133,No
93333,3,3,3,3,3,3,78651,79972,81415,81878,83236,85353,3633,3835,3133,3233,4133,2533,Yes
163333,-1,-1,-2,-2,-1,-1,549,3,3,3,1893,3,3,3,3,1893,3,177,No
253333,3,3,3,3,3,3,62131,63238,51547,48483,49553,49683,2741,1741,1824,1942,2133,1366,No
243333,3,3,3,3,3,3,171974,175349,176993,169198,166131,169245,8333,7333,6333,5233,5433,5433,No
53333,3,3,3,3,3,3,12272,7983,7959,8978,7357,7841,2335,2333,1319,3337,3338,5315,No
33333,3,3,3,3,-1,-1,2277,3158,4383,5383,153,178,1378,1333,1333,153,178,333,No
53333,2,3,3,3,3,3,55328,53184,53391,19867,23154,18732,3333,1633,1333,1333,1333,1333,Yes
53333,3,3,3,3,3,3,47333,43512,32287,34156,14618,3648,1737,1318,496,1376,738,23327,No
33333,3,3,3,3,3,3,18397,19789,21453,22391,23329,23745,2333,2333,1333,1333,1133,2333,No
23333,1,2,2,2,2,2,11729,12236,17994,17412,18422,18768,1333,6333,3,1633,833,833,No
73333,3,3,3,3,2,2,18312,19516,23685,22142,23343,22817,1533,1533,1833,1733,3,1333,No
23333,3,3,3,3,3,3,19593,19123,18932,18749,18623,18668,1338,1593,833,733,741,531,No
253333,-1,-1,-1,-1,-1,-1,393,393,393,1133,1683,2587,393,393,1133,1683,2587,3,Yes
93333,3,3,3,3,3,3,17734,14478,17681,15243,19364,18828,5335,5145,1831,5324,8337,5346,No
233333,-1,-1,-1,-1,-1,-1,1193,1716,3,1312,3,753,1716,3,1312,3,753,7633,No
83333,3,3,2,2,2,2,33313,33514,34662,35784,37365,36323,4333,2333,2333,2333,3,3633,No
63333,3,3,3,3,3,3,63535,63823,54853,39112,39714,38853,2333,2333,1533,1533,1633,1433,No
53333,3,3,3,3,2,3,8587,9941,13953,11519,11191,11933,1533,1481,1353,3,933,333,No
143333,3,3,3,3,3,3,135249,138577,141555,113852,113639,95352,5533,5733,4233,4733,3833,4333,No
23333,3,3,3,3,2,2,4338,5355,6369,6891,6635,7287,1392,1136,628,3,762,3,No
233333,-2,-2,-2,-2,-2,-2,2785,3943,3126,3126,533,533,1223,1333,3,3,3,3,No
213333,3,3,3,3,3,3,33365,29858,33713,27644,26236,26312,1636,2333,1233,1233,1333,1333,No
23333,3,3,3,3,3,3,36773,17288,16212,17567,16389,23743,3213,2333,1633,871,5214,333,No
53333,3,3,3,3,3,2,45537,46631,47276,48224,48763,48382,2133,1763,1737,2632,1333,1643,No
53333,3,3,3,3,3,3,37329,32543,26631,27358,28317,28593,1533,1533,1233,1133,1342,1339,Yes
93333,3,3,3,3,3,3,14376,15374,11195,8948,9143,6333,1278,1386,581,273,227,162,No
173333,3,3,3,3,3,3,171841,171314,168142,169821,173314,163573,7543,7543,6331,6517,6335,6435,No
23333,3,3,3,3,3,3,16946,14963,12772,12633,12524,11179,1529,1161,439,444,435,163,No
33333,3,3,3,3,3,3,27576,27389,27986,28583,28649,29147,1533,1533,1353,1133,1333,2333,No
233333,3,3,3,-2,-2,-2,42325,32361,3,3,3,3,2333,3,3,3,3,3,No
183333,-1,-1,-1,-1,-1,-1,393,393,393,3,393,933,393,393,3,393,933,135,No
53333,3,3,3,3,3,3,48436,49883,47236,19189,19338,19687,2286,1332,678,695,1333,687,Yes
123333,-1,-1,-2,-2,-2,-2,19333,3,3,3,3,3,3,3,3,3,3,3,No
443333,-2,-2,-2,-2,-2,-2,3,233,751,2674,317,565,233,751,2733,323,573,3,No
83333,-2,-2,-2,-2,-2,-1,3,3,3,3,3,442,3,3,3,3,442,1132,No
233333,-1,-1,-1,-1,-1,-1,3451,5563,1183,8563,5183,2524,5587,1186,8635,5231,2532,4759,No
43333,3,3,3,3,3,3,37896,43262,43373,39973,39973,3,3292,1433,3,3,3,3,No
23333,3,3,3,3,2,2,23333,18838,17383,18293,18752,19195,1633,1333,1533,933,933,787,No
93333,3,3,3,3,3,3,43313,43275,37833,37323,34396,34938,2533,3333,3333,2333,3333,3333,No
53333,2,2,2,2,2,2,24364,24981,25473,25857,26298,25725,1633,1233,1133,1333,3,1948,Yes
433333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
283333,1,-2,-2,-1,-1,-1,3,3,3,539,94,3582,3,3,539,3,3582,392,No
393333,-1,-1,-1,-1,-1,-1,1421,1286,2123,2219,1235,3343,1294,2133,2233,1239,3365,2151,No
53333,3,3,3,3,3,3,16645,18368,23353,23721,21234,22881,2333,2333,1333,1333,2333,3,No
243333,-1,-1,-1,3,-1,-1,7358,4786,6853,5673,7588,2737,4789,6853,113,7588,2737,3,Yes
363333,3,3,3,3,3,3,166848,149933,138391,138123,143324,138772,7294,6135,4534,4669,4363,3475,No
113333,3,3,3,3,3,3,77595,78322,66368,61486,63695,58147,3733,2212,2133,2233,2233,1913,No
253333,-1,-1,-1,-1,-1,-2,315,-72,7334,95,3,3,3,7376,3,3,3,3,No
413333,-1,-1,-1,-1,-1,-1,4822,232,2255,2546,2653,6286,233,2266,2558,2663,6333,12,No
63333,2,2,3,3,3,3,37287,36412,37283,35321,36399,36724,3,1833,1414,1533,1377,1432,No
23333,3,3,3,3,2,3,17214,9633,13944,11283,11311,7755,2248,1533,757,3,433,1333,No
163333,3,3,3,3,3,3,24645,24956,25819,25754,25898,25925,1423,1699,1353,1134,1341,1333,No
53333,1,2,3,3,3,3,47231,47548,48432,28331,29174,29739,1433,1833,1133,1333,1233,1133,No
53333,3,3,3,3,3,3,24249,25952,29915,33215,5964,2833,2133,5333,1333,3,56,3,No
183333,3,3,2,3,3,3,33331,35311,31648,23461,23671,17122,5317,23,238,13,51,3,No
133333,3,3,3,3,3,3,129399,133522,136158,97685,83733,82883,5338,6333,4333,3333,4873,3333,No
23333,3,3,3,3,3,3,19382,19286,19637,18826,19522,21775,1321,1433,1333,1333,2583,3,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
183333,1,-2,-2,-1,-1,-2,3,3,3,2537,3,3,3,3,2537,3,3,3,No
283333,3,3,3,3,3,3,196837,193629,195583,189545,184342,183287,7335,13323,7347,7323,7312,7317,No
243333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
233333,-1,-1,-2,-2,-2,-2,4739,-61,-61,-61,-61,-61,3,3,3,3,3,3,No
53333,-1,-1,-1,-1,-1,-1,4794,3848,4682,4521,4165,4839,4333,5333,5333,4233,4813,4763,No
53333,2,2,3,3,3,3,32589,32583,21197,7666,4768,5685,1333,2333,1333,1333,1333,1333,Yes
33333,2,2,2,2,2,2,18499,23391,23758,21118,21632,22129,2533,1333,1333,1333,1333,3,Yes
53333,3,3,2,2,3,3,23378,23346,23673,22994,23473,23932,3333,1333,3,1333,1333,962,Yes
83333,2,3,3,3,3,3,45647,45248,33696,43392,43946,41588,2339,2333,7333,1482,2531,3382,Yes
233333,-1,-1,-1,-1,-1,-1,5472,4336,4655,4933,3631,3366,4318,4681,4958,3712,3476,993,No
53333,3,3,3,3,3,3,53537,44686,38493,33769,34211,34944,2554,1933,1355,1333,1333,1533,No
83333,3,3,3,3,3,3,26733,24568,27979,22463,22743,22988,1533,3931,1331,1331,1331,1931,No
173333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
83333,3,3,3,3,3,3,83491,64868,51936,33165,33145,33385,2327,1687,1352,1376,1121,1237,No
313333,3,3,3,3,3,3,3947,5987,7739,8843,12234,14523,2533,2333,2333,3533,2533,1533,No
223333,-1,-1,-1,-1,-1,-1,7521,4323,5878,6452,5157,4159,4328,5892,6463,5163,4169,3733,No
23333,3,3,3,3,3,3,13478,11193,12237,14432,16399,23929,1193,1237,2432,2399,5333,3,No
133333,3,3,3,3,3,3,46891,48134,49331,53538,51543,52685,2333,2333,2333,2333,2333,2333,No
233333,3,3,3,3,3,3,81734,82238,83623,93997,62363,62333,3687,4539,2223,3214,2437,2361,No
23333,3,-1,-1,-1,-1,-1,2522,393,3,783,3,783,393,3,783,3,783,3,No
163333,-1,-1,-1,3,-1,-1,393,4238,783,393,393,543,4238,783,3,393,543,783,No
53333,3,3,3,3,3,3,5268,5896,6645,7339,6869,7268,1137,1246,1333,533,1333,393,No
83333,-1,-1,-1,-2,-2,-2,5733,5837,3,3,3,3,5837,3,3,3,3,3,No
33333,1,2,3,3,2,2,27171,27429,26571,28128,27548,29536,1333,1833,2333,3,2633,3,No
363333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
283333,3,3,3,3,3,3,126335,128888,123939,124378,124489,114113,4728,4733,4213,4455,4139,4333,Yes
233333,3,3,3,3,3,3,43885,44926,45941,46853,47834,48942,1749,1764,1676,1735,1932,2189,No
73333,3,3,3,3,3,3,45738,36135,27484,28526,33353,33379,4316,2333,2333,2333,2333,2333,Yes
133333,3,3,3,3,3,3,43788,44843,45814,46727,46798,46799,1759,1733,1643,1696,1685,1653,No
153333,-2,-2,-2,-2,-2,-2,221,3,3,3,3,3,3,3,3,3,3,3,No
93333,2,2,2,3,3,3,41757,42797,41814,42813,43571,46353,2331,3,2333,1633,3533,3,Yes
143333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
323333,-1,-1,-1,-1,3,-1,396,396,396,792,396,396,396,396,792,3,396,396,No
23333,2,2,2,2,2,2,23439,23564,23479,19415,23543,23933,1632,933,3,1833,853,3,Yes
83333,3,3,3,3,3,3,46738,48237,49642,52352,43535,41471,3331,3333,3333,3333,1637,2928,No
43333,3,3,3,3,3,2,37543,38611,39538,38674,38413,37661,1976,1873,1333,2824,3,2333,No
233333,-1,-1,-1,-1,-1,-1,1347,238,1582,3637,894,331,238,1677,3637,894,331,2457,Yes
53333,2,2,2,2,2,2,33619,31634,32317,32787,33416,34116,1833,1533,1333,1333,1433,1533,Yes
133333,3,3,3,3,3,3,26244,27368,28383,29318,29671,-2333,1553,1769,1434,1493,3,4723,No
163333,-1,-1,-1,-1,-1,3,554,-78,622,-13,326,326,3,733,3,652,3,3,No
53333,3,3,3,3,3,3,47863,48261,19258,19268,19343,19555,2333,2333,1333,1333,1333,1333,No
73333,3,3,3,3,3,3,65198,65674,58599,49179,49383,49735,2924,1924,1726,1763,2136,1384,No
213333,-2,-2,-2,-2,-2,-2,143,143,143,63,123,-23,143,143,63,233,3,3,No
33333,3,3,3,3,3,3,4527,7427,11313,16313,16343,3396,3333,6333,5333,327,3396,1683,No
253333,-1,-1,-1,-1,-1,3,12344,3263,4337,1184,5137,1893,3276,4357,1196,5123,6,2539,No
53333,1,2,2,2,2,2,17654,17382,23388,19483,19742,19275,3,3333,3,1563,3,881,No
53333,3,3,3,3,3,3,49417,48134,49348,28433,53718,27384,1966,2213,1946,983,1953,946,No
73333,3,3,3,3,3,3,19538,19633,19685,18887,19373,23238,2333,2333,1333,2333,3333,3337,No
143333,-1,-1,-1,-1,-1,-1,711,711,711,13976,711,711,711,711,13976,711,711,291,Yes
183333,3,3,3,3,3,3,43779,44213,44561,45133,47793,48222,1751,1712,1894,4333,1837,1711,No
133333,3,3,3,-2,-2,-2,55348,55433,3,3,3,3,1653,3,3,3,3,3,No
153333,-1,-1,-1,-1,-1,-1,1467,698,4132,713,813,5438,731,4137,719,817,5467,9587,No
123333,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
283333,3,3,3,3,3,3,24189,25294,26667,26926,27492,28333,1533,1833,1333,1333,1333,1333,No
93333,1,-2,-2,-2,-2,-1,-191,-191,-191,-191,-191,239,3,3,3,3,553,3783,No
33333,1,2,2,2,3,3,27262,26545,28593,27831,28433,33257,3,2833,3,1353,2333,3,Yes
33333,3,3,3,3,3,2,23234,23476,21991,22544,24361,23428,2333,3333,2333,2333,1333,3,Yes
93333,3,3,3,3,3,3,45537,43173,36233,28368,23229,23653,3333,2533,2333,2333,1133,3,No
53333,2,3,3,3,3,3,48538,45951,44313,28394,29138,33625,2533,2333,1233,1533,2333,1533,Yes
263333,3,3,3,3,3,3,132755,137349,137558,143455,144332,146615,6417,5333,5184,6333,5326,4335,No
223333,-1,-1,-1,-1,-1,-1,7443,5572,5572,5572,5774,3264,5633,5633,5633,5832,3279,5613,No
23333,3,3,3,3,3,3,19248,23354,19133,19397,19732,23536,2333,1333,678,736,2337,3,No
253333,1,-2,-2,-2,-2,-2,-129,-129,-329,-329,-329,-529,3,233,3,3,233,86,No
233333,-1,-1,-1,-1,-1,-1,416,416,416,416,416,3,416,416,416,416,3,832,No
23333,3,3,2,3,3,3,13663,15356,15433,12933,19533,3,2333,1333,3,6633,3,3,No
53333,3,3,2,2,2,3,26798,27274,27529,28283,27691,28278,1233,1333,1533,3,1233,1233,Yes
173333,3,3,3,3,3,3,164243,167116,165432,123384,123439,137682,8319,6196,4333,5333,4336,4337,No
123333,3,3,3,3,3,3,68329,72212,79334,83531,83944,78771,5333,9333,3333,3133,3333,3333,No
123333,3,3,3,3,3,3,33814,35333,36175,15833,16173,16897,1766,1938,566,591,1333,626,No
53333,3,3,3,3,2,3,37862,17545,18537,19941,19533,18921,1334,1296,1733,2,833,1333,No
263333,3,3,3,3,3,3,63534,66283,67341,54725,36117,35144,4333,3332,2333,2333,2464,1333,No
