LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
83333,33,3,3,3,3,3,2,75985,79918,73233,67934,75781,73848,12336,13313,3333,9433,3,8333,No
153333,26,3,3,3,2,3,3,29712,28345,31732,26989,33624,29786,3233,6333,3,13333,2333,2333,No
53333,53,3,3,3,3,3,3,47721,48993,53283,18762,18293,19165,2337,2324,1333,1333,1165,1596,No
373333,28,-1,-1,-1,-1,-1,-1,577,27895,-4247,4347,5562,3,63895,3,8694,5562,3,3533,No
133333,25,3,3,3,3,3,2,137594,139896,112364,133239,127983,133335,4323,4333,23333,3,4533,3,Yes
453333,41,-1,3,3,2,-1,-1,2663,3146,3246,1623,1623,1694,2146,1623,3,1623,1694,2795,No
233333,44,-1,2,-1,-1,3,3,533,533,61837,7849,14978,46333,3,61837,7849,13333,35333,13333,No
133333,33,3,3,2,3,3,3,93864,134418,133455,38632,35826,36733,16333,3,1533,1395,1533,1511,No
233333,23,3,3,3,3,3,3,55197,53593,53473,137734,135386,14718,2712,1551,95322,3315,3333,153331,No
93333,29,3,3,3,3,3,3,9124,13223,12344,27847,8251,26531,13333,13316,25333,8333,26333,12333,No
33333,53,-1,-1,-1,-1,-1,-1,263,14833,5242,19735,13417,9736,14849,5253,19711,13417,9979,5138,No
183333,43,-1,3,3,3,3,3,4425,5546,6363,7363,3723,2645,1233,1333,1333,1333,533,1333,Yes
143333,32,-1,-1,2,2,2,-1,9556,6434,5413,5841,5215,8671,3333,3,5333,3,8671,7333,No
383333,52,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,56,2,2,2,2,3,2,26338,27391,27648,29297,28544,29125,1833,1333,2433,3,1233,2533,Yes
83333,46,2,3,3,3,3,2,77493,83234,79653,81338,81438,83959,5333,4333,4333,13333,3515,3,Yes
63333,47,3,3,3,3,3,3,59398,23133,17738,13148,9284,2241,1392,1333,233,186,347,17971,Yes
293333,32,-2,-2,-2,-2,-1,3,3,5743,8839,3,7241,13289,5743,5333,3,7241,5333,5333,No
163333,26,-1,-1,-1,-1,-1,-1,1319,3934,399,693,593,3,3941,399,693,593,3,1926,Yes
23333,28,3,3,3,3,3,3,7332,14244,14365,16161,11136,12533,12533,3333,4333,2333,2333,5333,No
83333,65,3,3,3,3,3,3,83263,82116,83299,81416,81617,81637,3753,3523,3369,3271,3262,3237,No
363333,34,-2,-1,-1,-1,3,3,4259,1374,846,14998,14998,679,1376,852,14998,3,683,4932,No
33333,44,1,2,3,-1,3,3,39347,34732,34822,15722,16467,17537,1233,1333,18333,1333,1533,1333,No
143333,37,-1,-1,-1,-1,-1,-1,333,333,333,333,333,947,333,333,333,333,947,2389,No
153333,33,3,3,3,3,3,3,78338,63176,52837,34199,32361,23682,5333,13116,5333,6333,3333,7333,No
133333,45,3,3,3,3,3,3,58183,59134,61156,62377,63832,65399,2886,2938,2129,2354,2366,2291,No
413333,34,-1,3,3,3,3,-1,139256,15134,5363,1319,14585,5373,15333,4867,833,14436,5396,875,Yes
73333,28,3,3,3,3,3,3,48913,53171,51238,52196,53747,47695,2353,2133,2333,2333,2133,1533,Yes
33333,24,3,3,3,3,3,3,27181,26849,27594,28157,28723,28359,2333,1533,1333,1333,1333,1333,No
53333,37,-1,-1,-1,-1,-2,-1,7465,2793,1323,156,-177,2436,2793,1323,156,2,2583,1581,No
183333,45,3,3,3,3,3,3,119139,119166,121661,122244,119536,139213,6333,6333,5333,4233,3862,3887,No
33333,36,-1,-1,-1,3,3,-1,393,393,783,393,3,783,393,783,3,3,783,3,No
23333,38,3,3,3,3,2,3,16787,17912,18736,23386,19632,23163,1733,1433,1684,3,1333,853,No
33333,24,3,3,-2,-1,-1,-2,12833,3,3,93,-43,-3333,3,3,93,3,3,13433,No
23333,53,3,3,3,3,3,3,8847,13232,11227,11145,11381,12191,1533,1533,433,416,1332,3,No
283333,27,-1,-1,3,3,3,-1,6564,1333,21364,19969,578,35152,1334,21333,428,12,35152,892,No
53333,28,3,3,3,3,3,3,14262,16324,17744,19443,23389,24695,2333,2333,2333,4333,2333,2333,Yes
363333,34,1,-2,-2,-2,-1,-1,-133,-133,-133,-133,25619,-395,3,3,3,25749,3,3,Yes
193333,41,2,3,3,2,3,3,185738,187764,133526,94939,94834,94337,7762,7733,3,3545,3386,3575,Yes
183333,36,-2,-2,-2,-2,-2,-2,2846,2392,4629,3337,5827,1118,2392,4631,3337,5827,1233,1333,No
63333,24,3,3,3,3,3,3,48893,43651,34358,34986,35773,36622,2333,1833,1533,1533,1633,1533,No
323333,47,-1,-1,2,-1,2,-1,13159,37758,15591,39243,28424,25123,38375,3,39424,3,25123,35375,No
13333,33,-1,-1,-1,-1,-1,-1,1655,1473,393,393,543,153,1473,393,393,543,153,3783,Yes
233333,52,-1,-1,2,-1,-1,2,316,632,316,782,782,316,632,3,782,316,3,632,Yes
53333,24,3,3,3,3,3,3,9923,5388,5625,4428,5392,5685,1233,2365,1333,2373,2333,13327,No
183333,25,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
23333,24,2,2,2,2,4,3,15586,16649,16393,23648,19759,19163,1639,3,5148,3,3,3,Yes
333333,28,2,3,3,3,3,3,296665,333861,263571,252197,226555,236642,11533,9333,8333,7333,7533,6336,No
93333,28,-1,-1,-2,-2,-2,-2,353,3,3,3,3,3,3,3,3,3,3,3,Yes
163333,23,-1,2,3,3,3,-1,116212,88542,68311,48875,37261,4267,3,2483,933,23333,4267,24659,Yes
23333,39,3,3,3,3,3,3,14154,15179,16191,16512,16858,17193,1258,1273,591,612,615,637,No
153333,28,-1,-1,-1,-1,-1,-1,8233,2533,7533,11478,7383,1651,2533,7533,11478,7383,1651,43633,No
53333,26,1,2,3,2,3,3,48563,52347,53597,23378,18344,19618,4573,3,3,2333,2333,341,No
63333,43,3,3,3,3,3,3,73367,66657,63553,59633,55689,52778,2415,3333,2125,2337,3333,1758,No
213333,54,3,3,3,3,3,-1,16355,18363,18377,14113,7349,2326,3333,2333,3333,153,2326,1326,No
153333,27,3,3,3,3,3,3,134492,138137,89238,49677,97328,99214,6333,7333,2233,48533,3633,3533,No
63333,24,3,3,3,3,3,3,58143,63221,53135,19553,11896,15241,3344,1123,7553,474,3586,335,Yes
213333,35,3,3,-1,-1,-1,3,25836,5861,1666,1313,333,333,1335,1666,1313,333,3,4817,No
213333,28,-2,-2,-2,-2,-2,-2,198724,233533,3,3,3,3,4533,3,3,3,3,3,No
363333,31,-1,-1,-1,-1,-1,-1,28835,14596,13735,3433,6413,5479,14596,13735,3433,6413,5479,4123,No
13333,25,3,3,2,3,2,3,6335,8891,9389,9111,8837,8135,3333,833,3,3,533,533,No
143333,32,3,3,3,3,2,2,142343,3,137939,138999,137275,136141,7333,3,5333,9133,3433,3,No
133333,33,1,2,3,3,3,3,55366,53612,54723,55838,56976,58138,3,2333,1998,2368,2379,2155,No
53333,23,-1,-1,-1,3,3,-1,836,836,1616,783,393,543,836,1616,3,3,543,393,Yes
363333,42,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
363333,42,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
33333,27,3,3,3,3,3,-2,11228,11814,5243,433,3,3,1134,1433,3,3,3,3,No
23333,36,2,2,2,3,3,3,13363,13336,13337,13633,15354,16535,3467,486,545,1639,1733,1534,No
263333,42,3,-1,-1,3,-1,-1,8636,3856,12996,8788,15134,16764,3856,13333,3,15134,16764,9118,No
133333,38,2,2,2,2,2,2,37163,39753,43298,43835,41529,42697,3533,1533,1533,1533,2333,1533,Yes
343333,39,-2,-2,-1,-1,3,3,56412,45993,84353,172925,143343,95233,13334,53324,133138,4933,13114,2314,No
53333,31,1,2,3,3,2,2,1129,1111,3186,6527,3328,33166,3,3333,3341,3,33333,3,Yes
183333,32,3,3,3,3,-2,-2,8135,12621,17987,-99,-99,-99,5333,15333,3,3,3,13553,No
363333,33,-1,-1,-1,3,3,-1,1616,3733,6562,3733,423,699,3733,6562,3,3,699,6341,No
63333,35,3,3,3,3,3,2,27892,29438,32623,33274,35732,35338,2333,4333,1197,3333,3,1433,No
23333,28,1,2,2,3,3,-1,18713,19132,18439,14331,14373,1273,1433,33,1333,1333,1273,13489,No
153333,44,1,2,2,-1,-1,2,27273,24633,3,13195,24232,22333,3,3,13195,24232,3,3,Yes
153333,53,3,3,3,3,3,3,131639,91674,135883,95836,97648,99737,3823,53331,3569,3529,3697,5229,No
333333,32,3,3,-1,3,3,-1,33749,53185,3342,1287,3,3899,23333,3342,3,3,3899,2346,No
423333,35,3,3,3,3,3,3,63715,62231,56125,49114,47563,45829,3332,2233,1733,1833,1733,1533,No
533333,34,3,3,3,3,3,3,324533,324262,323131,296962,84615,267596,15633,19725,13391,5366,195829,23225,No
153333,33,3,3,-2,-2,-2,-2,65591,3,3,3,3,3,3,3,3,3,3,3,No
53333,54,3,3,3,3,2,2,34331,35453,39455,38564,37842,43342,1733,4633,3,3,3135,3,Yes
113333,24,1,2,2,3,3,-1,68368,73276,68344,34359,23284,31179,3933,3,13452,6475,51179,7763,No
153333,38,-2,-2,-2,-2,-2,-2,1136,2199,2997,735,1134,3,1238,1336,53333,1134,3,3,No
83333,26,3,3,3,3,3,3,77397,77839,69534,63747,52283,43461,3328,2811,1192,1516,2316,1533,No
153333,34,3,3,-1,-1,-1,-1,19133,13333,8333,3,13333,3,1333,8333,2333,13333,3,3,No
53333,39,3,3,-2,-2,-2,-2,23653,3,3,3,3,3,3,3,3,3,3,3333,No
23333,33,3,3,3,3,3,3,36658,19253,23179,18833,19533,3,4333,1439,3,1333,3,3,No
83333,33,3,3,3,3,3,3,69937,69798,69233,44651,45185,45674,3332,5333,2333,2333,2333,2333,No
153333,41,2,2,2,3,3,2,113358,124745,121249,124237,132252,134925,14779,3,5333,13333,5333,3,Yes
243333,41,1,-2,-2,-1,3,3,-2225,-8523,-13951,88673,199444,178736,12,16,133751,117386,6146,4531,No
133333,27,-2,-2,-2,-2,-2,-2,393,1783,3,3,3,3,4783,3,3,3,3,3,No
133333,45,3,3,3,3,3,3,79277,63767,62599,51953,44189,38334,3533,3322,2333,2333,2333,2333,No
23333,37,3,3,3,3,3,3,18419,18713,18929,14933,13433,3,1373,1384,615,633,3,3,No
343333,35,-1,-1,-1,-1,-1,-1,317,3374,3332,2613,1836,1989,3374,3332,2613,1836,1989,3373,No
433333,43,-1,-1,-1,-1,-1,-1,6112,13548,31431,417588,3414,4761,13593,31448,417588,3414,4761,15331,No
113333,57,3,3,3,3,3,3,16393,17522,18426,19117,19655,23329,2333,1533,1333,1333,1333,1333,No
93333,49,3,3,3,3,3,-1,13242,13933,13549,9421,6851,2133,2336,2312,3322,2323,2139,2336,No
13333,26,3,-1,-1,3,3,3,9459,231,3364,6129,9339,9188,231,5333,3333,3333,329,343,No
133333,32,-1,-1,-2,-2,-2,-2,4273,3,3,3,3,3,3,3,3,3,3,3,No
393333,34,-2,-2,-2,-1,-1,3,7639,13876,6233,1518,46365,48795,6383,1351,1545,47283,3333,3333,No
133333,43,-1,-1,-1,-1,3,-1,2348,2529,11929,5722,3376,5253,2529,11929,5722,3,5253,3526,No
183333,37,3,3,3,3,3,3,78389,75159,76632,76896,78588,77773,3333,3313,2933,3343,3533,2333,No
53333,51,3,3,3,3,3,3,79532,65237,64426,18433,18323,17991,4333,1565,641,648,654,649,No
83333,33,3,3,3,3,3,3,64596,64871,61333,48333,47333,3533,4424,1633,3,1533,1533,1533,No
33333,33,1,2,2,3,3,2,24457,25474,26241,25388,26377,27794,1716,1533,911,1433,2333,3,Yes
153333,33,-1,-1,-1,3,3,-1,7315,3,6733,6733,7427,13583,3,6733,3,727,13583,4973,No
233333,46,1,-1,-1,-1,-1,-1,378,937,1599,378,756,3,937,1599,378,756,3,754,No
93333,23,2,3,3,2,2,2,82623,86621,84369,82117,84395,85739,5933,3,3,3633,2933,3533,Yes
83333,33,3,3,3,3,3,3,11976,13313,13982,11325,11569,13333,1185,1157,533,433,533,5333,No
733333,35,-1,3,-1,3,3,3,8277,18282,133133,135355,73896,41539,17599,133373,3381,145,4639,12235,No
33333,22,3,3,3,3,3,-2,27447,28623,28733,29333,3,3,1923,1333,633,3,3,3,Yes
93333,28,-1,3,3,3,3,3,12759,13941,13423,14423,9855,9397,5333,6333,4333,5333,3533,5333,Yes
233333,44,-1,-1,-1,-1,-1,-1,313,2226,1233,3393,1343,3416,2336,1234,3513,1344,3426,6324,No
233333,53,3,3,3,3,3,3,94314,96269,56358,57174,58371,59561,4382,1993,2333,2374,2115,2394,Yes
133333,54,3,3,3,3,3,3,99932,42389,41842,43291,43556,43534,1712,1639,1418,1618,1529,1414,No
363333,28,3,3,3,3,3,3,152372,151168,153336,144485,145631,143336,5738,6359,5339,5321,5327,133317,No
533333,43,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
243333,42,-1,-1,-1,-1,-1,-1,3328,164327,13693,4772,1294,2147,164823,11728,7738,1297,2153,2373,No
363333,28,3,3,3,3,3,3,78398,86955,127146,133273,91933,138163,25126,63259,27238,31262,93114,33463,No
363333,33,2,2,2,2,2,-2,2533,2533,2533,2533,3,3,3,3,3,3,3,3,Yes
323333,43,3,3,3,3,3,3,113332,113345,112393,111541,114934,118228,4328,4333,5333,5333,5333,5333,No
53333,43,3,3,3,3,-1,-1,21696,8987,9634,9833,533,3,1383,1333,196,533,3,3,No
143333,31,3,3,3,3,3,3,53822,52468,52238,53368,56488,58542,2473,2333,2333,4333,3333,2333,No
363333,33,3,3,-1,-1,-1,-1,6419,5293,1333,2255,4164,3,1367,1341,2255,4164,3,211,No
183333,27,-1,-1,-1,-1,-1,-1,641,1812,5337,28334,957,3,1812,5347,28334,957,3,455,Yes
333333,43,-2,-2,-2,-1,-1,3,2573,1833,-913,-1878,252686,72431,1833,3,594,256662,3333,4944,No
143333,24,3,3,2,2,-2,-2,6265,7333,1934,3,3,3,2198,5,3,3,3,3,Yes
363333,27,-2,-2,-2,-2,-2,-2,2459,944,2337,989,2885,989,955,2343,992,2933,992,3153,No
153333,27,2,2,2,2,3,3,15475,18212,18617,18323,18726,19414,3333,1333,3,1333,1333,1333,Yes
223333,29,3,3,3,3,3,3,14246,15631,17143,14131,15424,17345,2631,2143,2131,3424,2345,3385,No
263333,31,3,3,3,3,3,3,257923,256117,232981,232193,232833,232493,13336,8185,6715,7333,6728,6882,No
33333,54,3,3,3,3,2,2,17738,18734,19442,23741,21162,23671,1615,1323,1622,933,3,765,No
583333,31,-1,-1,-1,-1,-1,-1,2537,2174,6527,1818,2227,2666,2193,6558,1825,2236,2678,1737,No
53333,25,3,-1,-1,-1,-1,-1,1582,333,591,441,741,441,333,591,441,741,441,291,No
233333,36,-1,-1,2,-1,-1,-1,878,9567,3374,3663,3793,6336,9574,3,3663,3793,6336,5647,Yes
23333,39,2,3,3,3,3,3,23264,23328,19299,19928,23234,23398,1533,1533,933,733,1483,3,Yes
113333,35,2,3,3,3,2,2,67591,69773,71886,76767,78462,79893,3233,3233,6333,3333,2833,3233,Yes
243333,28,3,3,3,3,3,3,168368,168685,94523,14422,12552,23553,6342,3558,1333,633,13553,9333,No
53333,34,3,3,3,3,3,3,49943,53761,49339,14275,17251,15377,2128,1344,535,5585,556,563,No
23333,51,-1,-1,-1,-1,-1,-1,3683,3,543,783,2533,3,3,543,783,2533,3,3,No
193333,42,3,3,3,3,3,3,113516,116157,115639,115849,118313,119973,6333,5581,4237,4423,5333,8888,No
133333,53,3,3,2,3,3,3,84327,88734,86369,89994,89681,89849,7533,3,5331,3393,4333,13333,No
533333,34,-2,-2,-2,-2,-2,-1,13313,5316,-32,6443,3,265,5341,3,6475,3,265,5399,No
173333,43,-1,-1,-1,-1,-1,-1,511,997,2446,723,236,213,1331,2446,723,236,213,52,No
153333,23,3,3,3,3,3,3,7795,13821,6643,5831,13514,5432,7333,1333,1373,6333,2432,116,No
33333,48,3,3,3,3,3,3,46783,38399,38633,29433,33333,3,1899,1433,1188,633,3,3,No
83333,41,2,3,3,3,3,3,83143,83627,83668,49233,48737,48283,3253,3211,1691,1721,1833,1576,Yes
343333,49,-2,-1,-1,-1,-2,-2,23452,18816,24313,5323,16612,21373,18832,24399,5323,16612,21373,44729,No
213333,33,3,3,2,2,2,3,89673,94343,85322,93779,84239,73162,7533,133,13333,3,3333,2333,No
33333,23,3,3,3,3,3,3,28239,29974,29841,27592,17569,4359,2533,1311,331,37,17,3,No
233333,27,-1,-1,-1,-1,-1,-1,3257,1816,1816,1836,764,3368,1816,1816,1836,774,3368,1327,No
23333,23,3,3,3,3,3,3,18497,15172,17488,17923,16838,18535,1933,2933,1333,833,2333,1333,No
73333,26,3,3,3,3,3,3,71147,72227,71378,53777,53841,53682,3833,3233,1953,2333,1828,2233,No
313333,66,3,3,3,3,3,3,259874,236662,223421,224831,229523,234145,8874,7984,8329,8324,8435,8552,Yes
83333,36,3,3,3,3,3,3,19211,23237,21268,23933,24367,24964,1337,1368,3333,1333,1333,2333,Yes
153333,27,3,3,3,3,3,3,146778,139111,134382,134593,91112,68482,6554,13333,4749,3334,2285,733,No
23333,49,3,3,3,3,-1,-1,13881,12173,13237,13793,393,783,1218,1285,638,393,783,3,No
223333,54,-1,-1,3,-1,-1,2,264,1138,3874,264,3135,2374,1138,3333,264,3135,3,264,No
153333,33,3,3,3,3,3,3,153426,151352,143488,142419,145133,153229,5523,5233,5133,5333,13933,3,No
533333,33,3,3,3,3,3,3,214322,393664,235392,232643,239334,236657,23333,13333,13333,13333,9333,13533,No
153333,28,-1,-1,-1,3,3,3,138,-218,63174,43374,43953,44531,3,65748,1537,1585,1597,1615,No
153333,29,-1,-1,-1,3,3,3,2356,16836,1394,6382,5288,5288,16836,2333,5288,3,3,3,Yes
423333,33,3,3,-1,3,3,-1,83643,63751,153392,111922,88739,36484,1275,156564,3,3,36484,69383,No
83333,31,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
133333,37,-1,3,3,3,3,3,87355,84712,76232,72368,71384,73346,3333,3433,2656,2533,2633,3333,No
33333,27,2,2,2,2,2,2,15191,16144,16383,16518,16937,17279,1533,833,733,833,833,833,Yes
53333,37,3,3,3,3,-2,-2,23637,24921,25775,3,3,3,2333,1833,3,3,3,3,No
333333,39,-1,-1,-1,-2,-1,-1,1972,1586,3,3,1588,3,1586,3,3,1588,3,3,Yes
143333,36,3,3,2,2,3,3,134783,142738,143475,136331,135778,135913,12833,5333,3,5133,5333,5333,No
53333,34,3,3,3,3,3,3,95383,48764,53711,53389,49333,53345,2143,3382,1763,1926,1983,1753,No
363333,37,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
183333,38,-1,-1,2,3,3,3,54198,54173,52687,52396,51538,53867,4433,3,2333,2333,2333,3333,Yes
133333,27,2,3,3,2,3,3,54921,55355,54834,52439,52639,52739,2333,6844,3,2371,2115,1643,No
133333,31,1,2,2,3,3,3,123893,122275,139933,83939,71679,66169,5233,47,3333,2833,2713,2333,No
23333,24,2,2,3,3,2,2,18199,17623,18317,19525,19384,19631,3,1333,1533,3,1633,3,No
263333,33,3,3,3,3,3,3,89538,82621,78236,49417,21226,23174,4333,2392,1333,769,2333,3,No
53333,51,3,3,3,3,3,3,57595,54533,51217,47919,44593,38475,1996,1834,1664,1563,1373,1335,No
323333,29,3,3,3,3,3,3,145937,153336,113569,136395,92573,89653,33236,5334,4386,5333,5323,3336,No
73333,37,3,3,3,3,3,3,49775,53633,47585,48493,49559,51379,2333,2533,2333,2333,2533,2353,Yes
183333,47,-1,-1,-1,-1,3,-1,837,4246,2727,5537,1382,538,4246,2727,5537,3,538,334,No
63333,54,2,2,3,3,3,3,61493,58784,54387,37613,39338,37814,55,2433,1316,2333,1531,1477,No
83333,23,-2,-2,-2,-2,-2,-2,795,1698,798,-2,748,738,1733,833,3,753,813,1313,No
13333,49,3,3,3,3,3,3,6934,7841,9635,17622,8991,3,1236,2333,176,363,3,3,No
153333,33,1,2,3,3,3,3,42932,42313,46337,47978,49133,53181,3,5333,3333,2333,2333,2333,Yes
53333,55,3,3,3,3,3,3,45698,49273,48186,23127,18988,19942,6333,2344,3153,1333,3333,935,No
153333,41,3,3,3,3,3,3,64425,57373,32516,21318,21323,143489,1745,1269,3,1545,135333,5333,No
353333,38,3,3,3,3,3,-1,36398,21848,23339,13332,14473,11496,3634,2372,3,2371,11553,14328,No
383333,44,3,3,3,3,3,3,371917,355744,347667,334356,311458,299277,15371,13533,11333,12333,12333,11333,No
133333,25,-1,-1,-1,-1,-1,-1,253,174,1214,1125,139,3,174,1214,1125,139,3,391,No
183333,35,-1,-1,-2,-2,-2,-2,1651,3,3,3,3,3,3,3,3,3,3,295,No
133333,41,3,3,3,3,3,3,137224,137126,131859,79519,74368,58481,7333,3533,2673,3533,4333,3323,No
33333,31,3,2,2,2,2,2,23368,24688,24988,24288,26398,25533,2333,1333,3,2233,3,1133,Yes
433333,28,3,3,3,3,3,3,436995,438832,312638,341552,345532,339353,43333,33333,35333,33333,23319,43333,No
233333,37,-1,2,-1,-1,-1,-1,2681,1273,2192,433,433,6136,3,2192,433,433,6136,2923,Yes
363333,43,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
83333,32,-1,-1,-1,-1,-1,-1,1147,1147,1147,1147,1133,5353,1147,1147,1147,1133,5133,18533,No
43333,26,2,2,2,2,2,3,27255,26532,29389,28522,28914,29482,3,3333,233,1333,1233,1333,Yes
83333,29,3,3,3,3,3,3,12393,14187,13263,11345,13259,5773,2322,1338,536,1516,1333,1333,No
23333,23,3,3,3,3,3,3,17333,18364,19346,19221,18633,19375,1315,1297,672,675,781,734,No
253333,24,-1,-1,-1,3,3,-1,956,1339,2617,1817,975,1141,1339,2617,3,3,1141,1723,Yes
73333,43,3,3,-1,-1,-1,3,16186,3683,4543,39994,6844,12338,2333,4543,39994,6853,13333,13333,No
23333,34,3,3,3,3,3,3,14676,15721,19335,23329,23473,19863,1286,3933,1333,933,933,633,Yes
163333,39,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,3,3,3,3,3,3,No
73333,36,3,3,3,-2,-2,-2,27868,28853,3,3,3,3,1853,3,3,3,3,3,Yes
53333,34,-2,-2,-2,-2,-2,-2,588,592,393,393,283,723,592,393,393,283,913,393,No
33333,41,2,2,2,3,2,2,26342,27127,28762,29485,28878,33699,1833,2378,1496,3,2462,3,Yes
83333,48,3,3,3,3,3,-1,46495,8241,11333,16333,3,54373,3333,3333,5333,3,54373,5247,No
23333,52,3,3,3,3,3,3,15768,16792,18135,18157,18538,19233,1285,1598,653,674,971,583,No
53333,32,3,3,3,3,3,3,13335,9538,6793,13864,5243,5391,1233,1324,163,146,2333,1333,No
53333,26,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
233333,36,-1,-1,-1,-1,-1,-1,2378,383,2133,533,2282,1393,383,2133,533,2282,1393,383,No
13333,23,1,-2,-2,-2,-2,-2,-1333,-1333,-1333,-1333,-1333,-1333,3,3,3,3,3,1333,Yes
23333,42,3,3,2,3,3,2,16373,19137,18536,18832,23199,19394,3333,3,933,1733,3,253,No
113333,34,2,3,3,3,3,2,138183,137597,89775,47139,47259,46348,5333,3333,2323,5333,3,3333,No
233333,29,-1,-1,-1,-1,-1,-1,5624,2519,2519,2519,13137,566,2519,2519,2519,13137,566,416,No
23333,59,1,-1,3,3,-1,-1,-1213,33322,23333,19871,15413,18969,52382,15833,2333,23385,39373,25333,No
83333,29,-1,-1,2,3,3,3,2946,4599,1863,3339,1446,393,4599,3,1446,3,3,2493,No
283333,31,1,-2,-2,-2,-1,-1,3,3,3,3,5363,251,3,3,3,5363,251,5363,No
143333,45,3,3,3,3,-1,-1,136974,139361,7262,7413,1545,3,4924,1333,148,1545,3,3,No
63333,25,3,3,3,2,2,2,24366,24786,27353,26317,28233,28762,1414,2678,3,2313,1173,3,No
53333,51,3,-1,-1,3,3,3,113247,138553,118313,9934,9935,9974,3333,13513,4333,533,1333,2333,No
233333,34,-2,-2,-2,-2,-2,-2,3,3,3,3,3,35979,3,3,3,3,35979,6191,No
183333,38,1,2,3,3,3,3,114413,111165,117334,119542,122452,133293,3,13333,6333,5333,13333,6533,No
263333,45,3,3,3,3,3,3,237977,237713,197123,198815,231337,235181,9333,7339,7333,8333,8333,8333,No
153333,32,3,3,2,2,2,3,52582,57496,55735,57213,57384,13194,6395,3,2133,222,1333,653,Yes
133333,32,3,3,3,3,3,3,126383,129134,133745,127344,127839,119976,7333,8333,5333,4533,4533,5333,No
123333,53,-1,-1,-1,-1,-2,-2,393,3,783,3,3,3,3,783,3,3,3,3,Yes
213333,33,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
113333,33,3,3,3,3,3,3,165393,136448,133618,79687,76742,77396,4259,3212,28246,2733,2834,2711,No
33333,28,-1,-1,-1,-1,-1,-1,29617,4396,2358,543,13356,1693,4396,2364,543,13356,1693,16964,No
173333,25,-1,-1,-1,-1,-1,-1,12218,5533,133,1638,1833,897,5537,133,1638,1833,897,1443,Yes
363333,32,-1,-1,-1,3,3,3,13819,2148,34766,14138,14693,19792,2148,34766,2335,2193,7333,23296,No
133333,37,3,3,3,3,3,3,116393,133296,95353,96146,98313,95726,3647,4198,3493,3833,3923,3447,Yes
33333,24,2,2,2,3,3,3,12324,15628,15369,15868,16657,13998,4533,3,1333,1333,668,233,Yes
163333,31,-2,-2,-2,-2,-2,-2,239,3,3,3,1446,426,3,3,3,1446,426,3,No
33333,43,-1,3,3,3,3,3,25166,26195,27239,27924,33234,33333,1437,1451,1166,2933,633,3,No
13333,22,1,-1,-1,-2,-2,-2,3,1333,3,3,3,3,1333,3,3,3,3,3,Yes
53333,38,3,3,-1,3,3,-1,2413,3,4494,3334,2327,5892,3,4494,61,47,5892,164,No
83333,43,3,3,3,-1,-1,-1,23833,17815,15143,143,3393,183,5333,5333,5333,3133,1333,5333,No
263333,49,1,-2,-2,-1,3,3,3,3,3,1183,1183,3,3,3,1183,3,3,3,No
173333,26,2,3,3,3,3,3,74453,66387,63649,61438,59393,57337,5323,3333,3339,2313,3341,3333,Yes
33333,25,3,3,3,3,3,3,23983,22636,24417,27323,28137,28727,2333,2533,3333,1533,1356,544,No
53333,51,3,3,3,3,3,3,25577,26352,16846,17562,18275,18711,1269,1284,1333,1333,743,1333,No
123333,43,3,3,3,3,3,3,88185,91748,94242,88828,97643,79371,5333,4251,6333,13333,3319,13154,No
243333,31,2,3,3,3,3,3,71876,72382,72155,72543,73311,73484,3133,2433,2367,2435,2533,3333,Yes
183333,41,3,-1,-1,-1,3,3,16366,18339,2766,97996,55156,36213,18339,2766,97996,1861,1196,3333,No
63333,26,3,3,3,3,3,3,38726,39764,41384,41741,42461,43457,1663,1983,1643,1542,1733,1758,No
153333,32,3,3,3,3,3,3,113932,87187,81491,77378,66927,53881,2533,3333,2333,5333,5355,5333,Yes
363333,26,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
353333,32,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
33333,43,-1,-1,-1,-2,-2,-2,393,783,3,3,3,3,783,3,3,3,3,3,No
123333,29,3,3,3,3,3,3,121835,123933,123629,116316,117358,118563,4633,4333,4233,4219,4533,7633,No
